ministry,category,bureau,bureau_alias,section,expanded_from
外務省,特別の機関,在ナイロビ国際機関政府代表部,,,政府代表部13
財務省,内部部局,大臣官房,,,
財務省,内部部局,大臣官房,,総括審議官,
財務省,内部部局,大臣官房,,政策立案総括審議官,
財務省,内部部局,大臣官房,,公文書監理官,
財務省,内部部局,大臣官房,,サイバーセキュリティ・情報化審議官,
財務省,内部部局,大臣官房,,秘書課,
財務省,内部部局,大臣官房,,文書課,
財務省,内部部局,大臣官房,,会計課,
財務省,内部部局,大臣官房,,地方課,
財務省,内部部局,大臣官房,,総合政策課,
財務省,内部部局,大臣官房,,政策金融課,
財務省,内部部局,大臣官房,,信用機構課,
財務省,内部部局,大臣官房,,厚生管理官,
財務省,内部部局,主計局,,,
財務省,内部部局,主計局,,総務課,
財務省,内部部局,主計局,,司計課,
財務省,内部部局,主計局,,法規課,
財務省,内部部局,主計局,,給与共済課,
財務省,内部部局,主計局,,調査課,
財務省,内部部局,主計局,,主計監査官,
財務省,内部部局,主税局,,,
財務省,内部部局,主税局,,総務課,
財務省,内部部局,主税局,,調査課,
財務省,内部部局,主税局,,税制第一課,
財務省,内部部局,主税局,,税制第二課,
財務省,内部部局,主税局,,税制第三課,
財務省,内部部局,関税局,,,
財務省,内部部局,関税局,,総務課,
財務省,内部部局,関税局,,管理課,
財務省,内部部局,関税局,,関税課,
財務省,内部部局,関税局,,監視課,
財務省,内部部局,関税局,,業務課,
財務省,内部部局,関税局,,調査課,
財務省,内部部局,理財局,,,
財務省,内部部局,理財局,,総務課,
財務省,内部部局,理財局,,国庫課,
財務省,内部部局,理財局,,国債企画課,
財務省,内部部局,理財局,,国債業務課,
財務省,内部部局,理財局,,財政投融資総括課,
財務省,内部部局,理財局,,国有財産企画課,
財務省,内部部局,理財局,,国有財産調整課,
財務省,内部部局,理財局,,国有財産業務課,
財務省,内部部局,理財局,,管理課,
財務省,内部部局,国際局,,,
財務省,内部部局,国際局,,総務課,
財務省,内部部局,国際局,,調査課,
財務省,内部部局,国際局,,国際機構課,
財務省,内部部局,国際局,,地域協力課,
財務省,内部部局,国際局,,為替市場課,
財務省,内部部局,国際局,,開発政策課,
財務省,内部部局,国際局,,開発機関課,
財務省,施設等機関,財務総合政策研究所,,,
財務省,施設等機関,関税中央分析所,,,
財務省,施設等機関,税関研修所,,,
財務省,地方支分部局,財務局９,,,
財務省,地方支分部局,北海道財務局,,,財務局９
財務省,地方支分部局,東北財務局,,,財務局９
財務省,地方支分部局,関東財務局,,,財務局９
財務省,地方支分部局,北陸財務局,,,財務局９
財務省,地方支分部局,東海財務局,,,財務局９
財務省,地方支分部局,近畿財務局,,,財務局９
財務省,地方支分部局,中国財務局,,,財務局９
財務省,地方支分部局,四国財務局,,,財務局９
財務省,地方支分部局,九州財務局,,,財務局９
財務省,地方支分部局,北海道国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,東北国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,関東国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,北陸国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,東海国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,近畿国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,中国国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,四国国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,九州国有財産地方審議会,,,国有財産地方審議会９
財務省,地方支分部局,国有財産地方審議会９,,,
財務省,地方支分部局,財務事務所40,,,
財務省,地方支分部局,財務支局,,,
財務省,地方支分部局,税関８,,,
財務省,地方支分部局,沖縄地区税関,,,
外局国税庁,内部部局,課税部,,,
外局国税庁,内部部局,課税部,,課税総括課,
外局国税庁,内部部局,課税部,,個人課税課,
外局国税庁,内部部局,課税部,,資産課税課,
外局国税庁,内部部局,課税部,,法人課税課,
外局国税庁,内部部局,課税部,,酒税課,
外局国税庁,内部部局,徴収部,,,
外局国税庁,内部部局,徴収部,,管理運営課,
外局国税庁,内部部局,徴収部,,徴収課,
外局国税庁,内部部局,調査査察部,,,
外局国税庁,内部部局,調査査察部,,調査課,
外局国税庁,内部部局,調査査察部,,査察課,
外局国税庁,施設等機関,税務大学校,,,
外局国税庁,特別の機関,国税不服審判所,,,
外局国税庁,地方支分部局,国税局11,,,
外局国税庁,地方支分部局,札幌国税局,,,国税局11
外局国税庁,地方支分部局,仙台国税局,,,国税局11
外局国税庁,地方支分部局,関東信越国税局,,,国税局11
外局国税庁,地方支分部局,東京国税局,,,国税局11
外局国税庁,地方支分部局,金沢国税局,,,国税局11
外局国税庁,地方支分部局,名古屋国税局,,,国税局11
外局国税庁,地方支分部局,大阪国税局,,,国税局11
外局国税庁,地方支分部局,広島国税局,,,国税局11
外局国税庁,地方支分部局,高松国税局,,,国税局11
外局国税庁,地方支分部局,福岡国税局,,,国税局11
外局国税庁,地方支分部局,熊本国税局,,,国税局11
外局国税庁,地方支分部局,札幌土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,仙台土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,関東信越土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,東京土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,金沢土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,名古屋土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,大阪土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,広島土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,高松土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,福岡土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,熊本土地評価審議会,,,土地評価審議会11
外局国税庁,地方支分部局,土地評価審議会11,,,
外局国税庁,地方支分部局,沖縄国税事務所,,,
文部科学省,内部部局,大臣官房,,,
文部科学省,内部部局,大臣官房,,総括審議官,
文部科学省,内部部局,大臣官房,,サイバーセキュリティ・政策立案総括審議官,
文部科学省,内部部局,大臣官房,,公文書監理官,
文部科学省,内部部局,大臣官房,,学習基盤審議官,
文部科学省,内部部局,大臣官房,,人事課,
文部科学省,内部部局,大臣官房,,総務課,
文部科学省,内部部局,大臣官房,,会計課,
文部科学省,内部部局,大臣官房,,政策課,
文部科学省,内部部局,大臣官房,,国際課,
文部科学省,内部部局,文教施設企画・防災部,,,
文部科学省,内部部局,文教施設企画・防災部,,技術参事官,
文部科学省,内部部局,文教施設企画・防災部,,施設企画課,
文部科学省,内部部局,文教施設企画・防災部,,施設助成課,
文部科学省,内部部局,文教施設企画・防災部,,計画課,
文部科学省,内部部局,文教施設企画・防災部,,参事官,
文部科学省,内部部局,総合教育政策局,,,
文部科学省,内部部局,総合教育政策局,,政策課,
文部科学省,内部部局,総合教育政策局,,国際教育課,
文部科学省,内部部局,総合教育政策局,,健康教育・食育課,
文部科学省,内部部局,総合教育政策局,,生涯学習推進課,
文部科学省,内部部局,総合教育政策局,,地域学習推進課,
文部科学省,内部部局,総合教育政策局,,男女共同参画共生社会学習・安全課,
文部科学省,内部部局,総合教育政策局,,日本語教育課,
文部科学省,内部部局,総合教育政策局,,参事官,
文部科学省,内部部局,初等中等教育局,,,
文部科学省,内部部局,初等中等教育局,,初等中等教育企画課,
文部科学省,内部部局,初等中等教育局,,財務課,
文部科学省,内部部局,初等中等教育局,,教育職員政策課,
文部科学省,内部部局,初等中等教育局,,教育課程課,
文部科学省,内部部局,初等中等教育局,,児童生徒課,
文部科学省,内部部局,初等中等教育局,,幼児教育課,
文部科学省,内部部局,初等中等教育局,,特別支援教育課,
文部科学省,内部部局,初等中等教育局,,学校情報基盤・教材課,
文部科学省,内部部局,初等中等教育局,,教科書課,
文部科学省,内部部局,初等中等教育局,,参事官,
文部科学省,内部部局,高等教育局,,,
文部科学省,内部部局,高等教育局,,高等教育企画課,
文部科学省,内部部局,高等教育局,,大学振興課,
文部科学省,内部部局,高等教育局,,専門教育課,
文部科学省,内部部局,高等教育局,,医学教育課,
文部科学省,内部部局,高等教育局,,学生支援課,
文部科学省,内部部局,高等教育局,,国立大学法人支援課,
文部科学省,内部部局,高等教育局,,参事官,
文部科学省,内部部局,私学部,,,
文部科学省,内部部局,私学部,,私学行政課,
文部科学省,内部部局,私学部,,私学助成課,
文部科学省,内部部局,私学部,,参事官,
文部科学省,内部部局,科学技術・学術政策局,,,
文部科学省,内部部局,科学技術・学術政策局,,政策課,
文部科学省,内部部局,科学技術・学術政策局,,研究開発戦略課,
文部科学省,内部部局,科学技術・学術政策局,,国際研究開発政策課,
文部科学省,内部部局,科学技術・学術政策局,,人材政策課,
文部科学省,内部部局,科学技術・学術政策局,,産業連携・地域振興課,
文部科学省,内部部局,科学技術・学術政策局,,参事官,
文部科学省,内部部局,研究振興局,,,
文部科学省,内部部局,研究振興局,,振興企画課,
文部科学省,内部部局,研究振興局,,基礎・基盤研究課,
文部科学省,内部部局,研究振興局,,大学研究基盤整備課,
文部科学省,内部部局,研究振興局,,学術研究推進課,
文部科学省,内部部局,研究振興局,,ライフサイエンス課,
文部科学省,内部部局,研究開発局,,,
文部科学省,内部部局,研究開発局,,開発企画課,
文部科学省,内部部局,研究開発局,,地震火山防災研究課,
文部科学省,内部部局,研究開発局,,海洋地球課,
文部科学省,内部部局,研究開発局,,環境エネルギー課,
文部科学省,内部部局,研究開発局,,宇宙開発利用課,
文部科学省,内部部局,研究開発局,,原子力課,
文部科学省,内部部局,研究開発局,,参事官,
文部科学省,施設等機関,国立教育政策研究所,,,
文部科学省,施設等機関,科学技術・学術政策研究所,,,
日本学士院,,第一部,,,
日本学士院,,第二部,,,
日本学士院,,地震調査研究推進本部,,,
日本学士院,,火山調査研究推進本部,,,
日本学士院,,２外局,,,
厚生労働省,内部部局,大臣官房,,,
厚生労働省,内部部局,大臣官房,,危機管理・医務技術総括審議官,
厚生労働省,内部部局,大臣官房,,政策立案総括審議官,
厚生労働省,内部部局,大臣官房,,公文書監理官,
厚生労働省,内部部局,大臣官房,,サイバーセキュリティ・情報化審議官,
厚生労働省,内部部局,大臣官房,,医薬産業振興・医療情報審議官,
厚生労働省,内部部局,大臣官房,,高齢・障害者雇用開発審議官,
厚生労働省,内部部局,大臣官房,,年金管理審議官,
厚生労働省,内部部局,大臣官房,,人事課,
厚生労働省,内部部局,大臣官房,,総務課,
厚生労働省,内部部局,大臣官房,,会計課,
厚生労働省,内部部局,大臣官房,,地方課,
厚生労働省,内部部局,大臣官房,,国際課,
厚生労働省,内部部局,大臣官房,,厚生科学課,
厚生労働省,内部部局,医政局,,,
厚生労働省,内部部局,医政局,,総務課,
厚生労働省,内部部局,医政局,,地域医療計画課,
厚生労働省,内部部局,医政局,,医療経営支援課,
厚生労働省,内部部局,医政局,,医事課,
厚生労働省,内部部局,医政局,,歯科保健課,
厚生労働省,内部部局,医政局,,看護課,
厚生労働省,内部部局,医政局,,医薬産業振興・医療情報企画課,
厚生労働省,内部部局,医政局,,研究開発政策課,
厚生労働省,内部部局,医政局,,参事官,
厚生労働省,内部部局,健康・生活衛生局,,,
厚生労働省,内部部局,健康・生活衛生局,,総務課,
厚生労働省,内部部局,健康・生活衛生局,,健康課,
厚生労働省,内部部局,健康・生活衛生局,,がん・疾病対策課,
厚生労働省,内部部局,健康・生活衛生局,,難病対策課,
厚生労働省,内部部局,健康・生活衛生局,,生活衛生課,
厚生労働省,内部部局,健康・生活衛生局,,食品監視安全課,
厚生労働省,内部部局,感染症対策部,,,
厚生労働省,内部部局,感染症対策部,,企画・検疫課,
厚生労働省,内部部局,感染症対策部,,感染症対策課,
厚生労働省,内部部局,感染症対策部,,予防接種課,
厚生労働省,内部部局,医薬局,,,
厚生労働省,内部部局,医薬局,,総務課,
厚生労働省,内部部局,医薬局,,医薬品審査管理課,
厚生労働省,内部部局,医薬局,,医療機器審査管理課,
厚生労働省,内部部局,医薬局,,医薬安全対策課,
厚生労働省,内部部局,医薬局,,監視指導・麻薬対策課,
厚生労働省,内部部局,医薬局,,血液対策課,
厚生労働省,内部部局,安全衛生部,,,
厚生労働省,内部部局,安全衛生部,,計画課,
厚生労働省,内部部局,安全衛生部,,安全課,
厚生労働省,内部部局,安全衛生部,,労働衛生課,
厚生労働省,内部部局,安全衛生部,,化学物質対策課,
厚生労働省,内部部局,職業安定局,,,
厚生労働省,内部部局,職業安定局,,総務課,
厚生労働省,内部部局,職業安定局,,雇用政策課,
厚生労働省,内部部局,職業安定局,,雇用保険課,
厚生労働省,内部部局,職業安定局,,需給調整事業課,
厚生労働省,内部部局,職業安定局,,外国人雇用対策課,
厚生労働省,内部部局,職業安定局,,雇用開発企画課,
厚生労働省,内部部局,職業安定局,,高齢者雇用対策課,
厚生労働省,内部部局,職業安定局,,障害者雇用対策課,
厚生労働省,内部部局,職業安定局,,地域雇用対策課,
厚生労働省,内部部局,職業安定局,,労働市場センター業務室,
厚生労働省,内部部局,雇用環境・均等局,,,
厚生労働省,内部部局,雇用環境・均等局,,総務課,
厚生労働省,内部部局,雇用環境・均等局,,雇用機会均等課,
厚生労働省,内部部局,雇用環境・均等局,,有期・短時間労働課,
厚生労働省,内部部局,雇用環境・均等局,,職業生活両立課,
厚生労働省,内部部局,雇用環境・均等局,,在宅労働課,
厚生労働省,内部部局,雇用環境・均等局,,勤労者生活課,
厚生労働省,内部部局,社会・援護局,,,
厚生労働省,内部部局,社会・援護局,,総務課,
厚生労働省,内部部局,社会・援護局,,保護課,
厚生労働省,内部部局,社会・援護局,,地域福祉課,
厚生労働省,内部部局,社会・援護局,,福祉基盤課,
厚生労働省,内部部局,社会・援護局,,援護企画課,
厚生労働省,内部部局,社会・援護局,,援護・業務課,
厚生労働省,内部部局,社会・援護局,,事業課,
厚生労働省,内部部局,障害保健福祉部,,,
厚生労働省,内部部局,障害保健福祉部,,企画課,
厚生労働省,内部部局,障害保健福祉部,,障害福祉課,
厚生労働省,内部部局,障害保健福祉部,,精神・障害保健課,
厚生労働省,内部部局,老健局,,,
厚生労働省,内部部局,老健局,,総務課,
厚生労働省,内部部局,老健局,,介護保険計画課,
厚生労働省,内部部局,老健局,,高齢者支援課,
厚生労働省,内部部局,老健局,,認知症施策・地域介護推進課,
厚生労働省,内部部局,老健局,,老人保健課,
厚生労働省,内部部局,保険局,,,
厚生労働省,内部部局,保険局,,総務課,
厚生労働省,内部部局,保険局,,保険課,
厚生労働省,内部部局,保険局,,国民健康保険課,
厚生労働省,内部部局,保険局,,高齢者医療課,
厚生労働省,内部部局,保険局,,医療介護連携政策課,
厚生労働省,内部部局,保険局,,医療課,
厚生労働省,内部部局,保険局,,調査課,
厚生労働省,内部部局,年金局,,,
厚生労働省,内部部局,年金局,,総務課,
厚生労働省,内部部局,年金局,,年金課,
厚生労働省,内部部局,年金局,,国際年金課,
厚生労働省,内部部局,年金局,,資金運用課,
厚生労働省,内部部局,年金局,,企業年金・個人年金課,
厚生労働省,内部部局,年金局,,数理課,
厚生労働省,内部部局,年金局,,事業企画課,
厚生労働省,内部部局,年金局,,事業管理課,
厚生労働省,内部部局,人材開発統括官,,,
厚生労働省,内部部局,政策統括官２,,,
厚生労働省,施設等機関,検疫所13,,,
厚生労働省,施設等機関,国立ハンセン病療養所13,,,
厚生労働省,施設等機関,国立医薬品食品衛生研究所,,,
国立保健医療科学院,,国立社会保障・人口問題研究所,,,
国立保健医療科学院,特別の機関,死因究明等推進本部,,,
国立保健医療科学院,特別の機関,事務局,,,
国立保健医療科学院,地方支分部局,地方厚生局７,,,
国立保健医療科学院,地方支分部局,北海道地方厚生局,北海道厚生局,,地方厚生局７
国立保健医療科学院,地方支分部局,東北地方厚生局,東北厚生局,,地方厚生局７
国立保健医療科学院,地方支分部局,関東信越地方厚生局,関東信越厚生局,,地方厚生局７
国立保健医療科学院,地方支分部局,東海北陸地方厚生局,東海北陸厚生局,,地方厚生局７
国立保健医療科学院,地方支分部局,近畿地方厚生局,近畿厚生局,,地方厚生局７
国立保健医療科学院,地方支分部局,中国四国地方厚生局,中国四国厚生局,,地方厚生局７
国立保健医療科学院,地方支分部局,九州地方厚生局,九州厚生局,,地方厚生局７
国立保健医療科学院,地方支分部局,地方厚生支局１,,,
国立保健医療科学院,地方支分部局,地方社会保険医療協議会８,,,
国立保健医療科学院,地方支分部局,北海道地方年金記録訂正審議会,,,地方年金記録訂正審議会７
国立保健医療科学院,地方支分部局,東北地方年金記録訂正審議会,,,地方年金記録訂正審議会７
国立保健医療科学院,地方支分部局,関東信越地方年金記録訂正審議会,,,地方年金記録訂正審議会７
国立保健医療科学院,地方支分部局,東海北陸地方年金記録訂正審議会,,,地方年金記録訂正審議会７
国立保健医療科学院,地方支分部局,近畿地方年金記録訂正審議会,,,地方年金記録訂正審議会７
国立保健医療科学院,地方支分部局,中国四国地方年金記録訂正審議会,,,地方年金記録訂正審議会７
国立保健医療科学院,地方支分部局,九州地方年金記録訂正審議会,,,地方年金記録訂正審議会７
国立保健医療科学院,地方支分部局,地方年金記録訂正審議会７,,,
国立保健医療科学院,地方支分部局,地方麻薬取締支所１,,,
国立保健医療科学院,地方支分部局,都道府県労働局47,,,
国立保健医療科学院,地方支分部局,地方労働審議会47,,,
国立保健医療科学院,地方支分部局,地方最低賃金審議会47,,,
国立保健医療科学院,地方支分部局,紛争調整委員会47,,,
国立保健医療科学院,内部部局,事務局,,,
国立保健医療科学院,内部部局,事務局,,総務課,
国立保健医療科学院,内部部局,事務局,,審査課,
国立保健医療科学院,内部部局,事務局,,調整第一課,
国立保健医療科学院,内部部局,事務局,,調整第二課,
国立保健医療科学院,地方機関,地方事務所１,,,
国立保健医療科学院,地方機関,西日本地方事務所,,,地方事務所１
農林水産省,内部部局,大臣官房,,,
農林水産省,内部部局,大臣官房,,技術総括審議官,
農林水産省,内部部局,大臣官房,,政策立案総括審議官,
農林水産省,内部部局,大臣官房,,公文書監理官,
農林水産省,内部部局,大臣官房,,サイバーセキュリティ・情報化審議官,
農林水産省,内部部局,大臣官房,,輸出促進審議官,
農林水産省,内部部局,大臣官房,,生産振興審議官,
農林水産省,内部部局,大臣官房,,報道官,
農林水産省,内部部局,大臣官房,,秘書課,
農林水産省,内部部局,大臣官房,,文書課,
農林水産省,内部部局,大臣官房,,予算課,
農林水産省,内部部局,大臣官房,,政策課,
農林水産省,内部部局,大臣官房,,広報評価課,
農林水産省,内部部局,大臣官房,,地方課,
農林水産省,内部部局,大臣官房,,環境バイオマス政策課,
農林水産省,内部部局,新事業・食品産業部,,,
農林水産省,内部部局,新事業・食品産業部,,新事業・食品産業政策課,
農林水産省,内部部局,新事業・食品産業部,,食品流通課,
農林水産省,内部部局,新事業・食品産業部,,食品製造課,
農林水産省,内部部局,新事業・食品産業部,,外食・食文化課,
農林水産省,内部部局,統計部,,,
農林水産省,内部部局,統計部,,管理課,
農林水産省,内部部局,統計部,,経営・構造統計課,
農林水産省,内部部局,統計部,,生産流通消費統計課,
農林水産省,内部部局,統計部,,統計企画管理官,
農林水産省,内部部局,検査・監察部,,,
農林水産省,内部部局,検査・監察部,,調整・監察課,
農林水産省,内部部局,検査・監察部,,検査課,
農林水産省,内部部局,輸出・国際局,,,
農林水産省,内部部局,輸出・国際局,,総務課,
農林水産省,内部部局,輸出・国際局,,輸出企画課,
農林水産省,内部部局,輸出・国際局,,輸出支援課,
農林水産省,内部部局,輸出・国際局,,国際地域課,
農林水産省,内部部局,輸出・国際局,,国際経済課,
農林水産省,内部部局,輸出・国際局,,知的財産課,
農林水産省,内部部局,輸出・国際局,,参事官,
農林水産省,内部部局,農産局,,,
農林水産省,内部部局,農産局,,総務課,
農林水産省,内部部局,農産局,,穀物課,
農林水産省,内部部局,農産局,,園芸作物課,
農林水産省,内部部局,農産局,,地域作物課,
農林水産省,内部部局,農産政策部,,,
農林水産省,内部部局,農産政策部,,企画課,
農林水産省,内部部局,農産政策部,,貿易業務課,
農林水産省,内部部局,農産政策部,,技術普及課,
農林水産省,内部部局,農産政策部,,農業環境対策課,
農林水産省,内部部局,畜産局,,,
農林水産省,内部部局,畜産局,,総務課,
農林水産省,内部部局,畜産局,,企画課,
農林水産省,内部部局,畜産局,,畜産振興課,
農林水産省,内部部局,畜産局,,飼料課,
農林水産省,内部部局,畜産局,,牛乳乳製品課,
農林水産省,内部部局,畜産局,,食肉鶏卵課,
農林水産省,内部部局,畜産局,,競馬監督課,
農林水産省,内部部局,経営局,,,
農林水産省,内部部局,経営局,,総務課,
農林水産省,内部部局,経営局,,経営政策課,
農林水産省,内部部局,経営局,,農地政策課,
農林水産省,内部部局,経営局,,就農・女性課,
農林水産省,内部部局,経営局,,協同組織課,
農林水産省,内部部局,経営局,,金融調整課,
農林水産省,内部部局,経営局,,保険課,
農林水産省,内部部局,経営局,,保険監理官,
農林水産省,内部部局,農村振興局,,,
農林水産省,内部部局,農村振興局,,総務課,
農林水産省,内部部局,農村政策部,,,
農林水産省,内部部局,農村政策部,,農村計画課,
農林水産省,内部部局,農村政策部,,地域振興課,
農林水産省,内部部局,農村政策部,,都市農村交流課,
農林水産省,内部部局,農村政策部,,鳥獣対策・農村環境課,
農林水産省,内部部局,整備部,,,
農林水産省,内部部局,整備部,,設計課,
農林水産省,内部部局,整備部,,土地改良企画課,
農林水産省,内部部局,整備部,,水資源課,
農林水産省,内部部局,整備部,,農地資源課,
農林水産省,内部部局,整備部,,地域整備課,
農林水産省,内部部局,整備部,,防災課,
農林水産省,施設等機関,植物防疫所４,,,
農林水産省,施設等機関,那覇植物防疫事務所,,,
農林水産省,施設等機関,動物検疫所,,,
農林水産省,施設等機関,動物医薬品検査所,,,
農林水産省,施設等機関,農林水産研修所,,,
農林水産省,施設等機関,農林水産政策研究所,,,
農林水産省,特別の機関,事務局,,,
農林水産省,特別の機関,農林水産物・食品輸出本部,,,
農林水産省,特別の機関,木材利用促進本部,,,
農林水産省,地方支分部局,地方農政局７,,,
農林水産省,地方支分部局,東北地方農政局,東北農政局,,地方農政局７
農林水産省,地方支分部局,関東地方農政局,関東農政局,,地方農政局７
農林水産省,地方支分部局,北陸地方農政局,北陸農政局,,地方農政局７
農林水産省,地方支分部局,東海地方農政局,東海農政局,,地方農政局７
農林水産省,地方支分部局,近畿地方農政局,近畿農政局,,地方農政局７
農林水産省,地方支分部局,中国四国地方農政局,中国四国農政局,,地方農政局７
農林水産省,地方支分部局,九州地方農政局,九州農政局,,地方農政局７
農林水産省,地方支分部局,北海道農政事務所,,,
農林水産省,地方支分部局,２外局,,,
林野庁,内部部局,林政部,,,
林野庁,内部部局,林政部,,林政課,
林野庁,内部部局,林政部,,企画課,
林野庁,内部部局,林政部,,経営課,
林野庁,内部部局,林政部,,木材産業課,
林野庁,内部部局,林政部,,木材利用課,
林野庁,内部部局,森林整備部,,,
林野庁,内部部局,森林整備部,,計画課,
林野庁,内部部局,森林整備部,,森林利用課,
林野庁,内部部局,森林整備部,,整備課,
林野庁,内部部局,森林整備部,,治山課,
林野庁,内部部局,森林整備部,,研究指導課,
林野庁,内部部局,国有林野部,,,
林野庁,内部部局,国有林野部,,管理課,
林野庁,内部部局,国有林野部,,経営企画課,
林野庁,内部部局,国有林野部,,業務課,
林野庁,施設等機関,森林技術総合研修所,,,
林野庁,地方支分部局,森林管理局７,,,
林野庁,地方支分部局,北海道森林管理局,,,森林管理局７
林野庁,地方支分部局,東北森林管理局,,,森林管理局７
林野庁,地方支分部局,関東森林管理局,,,森林管理局７
林野庁,地方支分部局,中部森林管理局,,,森林管理局７
林野庁,地方支分部局,近畿中国森林管理局,,,森林管理局７
林野庁,地方支分部局,四国森林管理局,,,森林管理局７
林野庁,地方支分部局,九州森林管理局,,,森林管理局７
林野庁,地方支分部局,北海道国有林野管理審議会,,,国有林野管理審議会７
林野庁,地方支分部局,東北国有林野管理審議会,,,国有林野管理審議会７
林野庁,地方支分部局,関東国有林野管理審議会,,,国有林野管理審議会７
林野庁,地方支分部局,中部国有林野管理審議会,,,国有林野管理審議会７
林野庁,地方支分部局,近畿中国国有林野管理審議会,,,国有林野管理審議会７
林野庁,地方支分部局,四国国有林野管理審議会,,,国有林野管理審議会７
林野庁,地方支分部局,九州国有林野管理審議会,,,国有林野管理審議会７
林野庁,地方支分部局,国有林野管理審議会７,,,
水産庁,内部部局,漁政部,,,
水産庁,内部部局,漁政部,,漁政課,
水産庁,内部部局,漁政部,,企画課,
水産庁,内部部局,漁政部,,水産経営課,
水産庁,内部部局,漁政部,,加工流通課,
水産庁,内部部局,漁政部,,漁業保険管理官,
水産庁,内部部局,資源管理部,,,
水産庁,内部部局,資源管理部,,審議官,
水産庁,内部部局,資源管理部,,参事官,
水産庁,内部部局,資源管理部,,管理調整課,
水産庁,内部部局,資源管理部,,国際課,
水産庁,内部部局,資源管理部,,漁業取締課,
水産庁,内部部局,資源管理部,,漁獲監理官,
水産庁,内部部局,増殖推進部,,,
水産庁,内部部局,増殖推進部,,参事官,
水産庁,内部部局,増殖推進部,,研究指導課,
水産庁,内部部局,増殖推進部,,漁場資源課,
水産庁,内部部局,増殖推進部,,栽培養殖課,
